platform,post_type,post_length,views,likes,comments,shares,engagement_rate,length category,total_interactions
Twitter,Text,8,47955,3860,519,512,0.1019914503180064,Short,4891
Twitter,Text,24,53080,1806,207,250,0.0426337603617181,Short,2263
Twitter,Text,32,83793,953,55,110,0.0133424033033785,Short,1118
Twitter,Text,44,198002,9234,1383,1037,0.0588579913334208,Medium,11654
Twitter,Video,69,155722,8673,1083,712,0.0672223577914488,Medium,10468
Twitter,Text,108,105717,3885,355,510,0.0449312787914904,Long,4750
Twitter,Video,48,156284,6955,650,600,0.0525005758746896,Medium,8205
Instagram,Text,27,202610,4452,524,106,0.025082671141602,Short,5082
Facebook,Text,61,243553,8513,1482,817,0.0443928015668047,Medium,10812
Twitter,Image,51,44882,1418,160,100,0.0373869257163228,Medium,1678
Twitter,Video,17,25038,928,163,81,0.0468088505471683,Short,1172
Facebook,Image,20,76630,2828,321,218,0.0439384053242855,Short,3367
Instagram,Video,94,289595,17464,3047,1477,0.0759267252542343,Long,21988
Facebook,Text,59,203360,6620,1256,225,0.0398357592446892,Medium,8101
Facebook,Text,99,58352,5525,293,120,0.1017617219632574,Long,5938
Twitter,Video,118,22521,1261,74,80,0.0628302473247191,Long,1415
Facebook,Image,69,67308,1454,101,77,0.0242467463005883,Medium,1632
Facebook,Video,85,186926,6573,449,345,0.0394113178477044,Long,7367
Twitter,Video,20,122631,9280,1096,1316,0.0953429393872675,Short,11692
Twitter,Text,41,39206,440,72,55,0.0144620721318165,Medium,567
Twitter,Image,56,71963,6793,1319,147,0.1147673109792532,Medium,8259
Twitter,Video,14,128407,6428,724,135,0.056749242642535,Short,7287
Facebook,Image,42,139628,7944,1217,961,0.0724926232560804,Medium,10122
Facebook,Image,48,109836,10869,1579,1608,0.1279726137149932,Medium,14056
Instagram,Video,99,285916,15812,1723,1272,0.0657780606891534,Long,18807
Instagram,Image,78,164135,15641,2473,1193,0.1176287811862186,Medium,19307
Facebook,Text,58,108296,10003,1388,558,0.1103364851887419,Medium,11949
Instagram,Text,117,27709,2624,430,279,0.1202858277094085,Long,3333
Facebook,Text,102,184924,15369,1214,1249,0.0964288031840107,Long,17832
Instagram,Text,55,268377,9842,1023,411,0.0420155229397452,Medium,11276
Twitter,Image,56,29146,1200,180,99,0.0507445275509503,Medium,1479
Instagram,Text,74,134205,5750,395,396,0.0487388696397302,Medium,6541
Twitter,Video,96,130443,12799,2118,1736,0.1276649571077022,Long,16653
Twitter,Text,96,53450,2269,158,272,0.0504957904583723,Long,2699
Twitter,Video,63,157785,3121,307,346,0.023918623443293,Medium,3774
Twitter,Video,17,176830,14155,1212,885,0.0919074817621444,Short,16252
Instagram,Text,45,204538,8784,519,335,0.047120828403524,Medium,9638
Facebook,Text,16,211720,13949,1263,1846,0.0805686756092953,Short,17058
Twitter,Image,54,14374,1339,250,86,0.1165298455544733,Medium,1675
Instagram,Video,108,55985,3459,186,335,0.0710904706617844,Long,3980
Twitter,Text,61,33012,2224,116,215,0.0773960983884648,Medium,2555
Instagram,Image,54,89059,6043,940,849,0.087941701568623,Medium,7832
Instagram,Text,61,291927,19009,1996,804,0.0747070329226142,Medium,21809
Instagram,Text,58,266204,6489,548,780,0.0293646977505972,Medium,7817
Facebook,Text,70,13042,666,84,53,0.0615703113019475,Medium,803
Instagram,Video,12,64031,684,61,29,0.0120878949258952,Short,774
Instagram,Text,110,48163,3196,347,411,0.0820962149367772,Long,3954
Facebook,Image,67,91356,5644,887,714,0.0793051359516616,Medium,7245
Facebook,Text,13,99788,3855,260,97,0.0422094841063053,Short,4212
Instagram,Text,64,241929,13826,2681,1551,0.0746417337317973,Medium,18058
Facebook,Image,118,16796,913,51,36,0.0595379852345796,Long,1000
Twitter,Image,67,92962,3028,517,300,0.0413609862094189,Medium,3845
Twitter,Video,76,155742,5668,899,587,0.0459349436889214,Medium,7154
Facebook,Video,119,27320,2148,198,228,0.094216691068814,Long,2574
Facebook,Video,7,23074,1800,121,64,0.0860275634913755,Short,1985
Instagram,Video,77,32931,1721,306,168,0.066654520057089,Medium,2195
Facebook,Image,17,21993,1640,249,54,0.0883462920020006,Short,1943
Instagram,Text,13,60330,3051,285,356,0.0611967512017238,Short,3692
Twitter,Text,99,166063,14384,755,406,0.0936090519862943,Long,15545
Facebook,Text,93,18003,719,137,85,0.0522690662667333,Long,941
Instagram,Video,56,183568,17155,1897,2313,0.1163873877800052,Medium,21365
Instagram,Image,112,19743,1160,88,68,0.0666565364939472,Long,1316
Twitter,Image,66,185998,10827,2022,1311,0.0761298508586113,Medium,14160
Facebook,Image,113,127291,8957,930,665,0.0828966698352593,Long,10552
Twitter,Text,12,81543,3316,396,410,0.0505500165556822,Short,4122
Instagram,Video,115,29300,2203,341,240,0.0950170648464163,Long,2784
Instagram,Image,99,115888,4500,778,259,0.0477788899627226,Long,5537
Facebook,Video,49,109818,5027,326,227,0.0508113424028847,Medium,5580
Instagram,Image,57,217783,15402,2846,2139,0.0936115307439056,Medium,20387
Facebook,Video,113,74509,3282,623,423,0.0580869425170113,Long,4328
Twitter,Image,67,11703,327,29,34,0.0333247885157651,Medium,390
Facebook,Video,99,231921,20518,2556,1342,0.1052772280216108,Long,24416
Facebook,Image,85,218078,20279,3623,1751,0.1176322233329359,Long,25653
Instagram,Image,115,201086,13353,1643,1235,0.0807167082740717,Long,16231
Instagram,Video,61,224888,18666,2282,582,0.095736544413219,Medium,21530
Facebook,Video,58,92403,9129,1303,1336,0.1273551724511109,Medium,11768
Instagram,Text,23,61436,4013,662,128,0.0781789178983006,Short,4803
Instagram,Video,71,288989,26526,3974,3019,0.115987113696369,Medium,33519
Instagram,Image,50,86777,3673,528,308,0.0519607730158913,Medium,4509
Facebook,Image,98,38055,2779,293,330,0.089396925502562,Long,3402
Instagram,Video,14,15209,228,32,12,0.0178841475442172,Short,272
Facebook,Text,117,61812,5007,327,357,0.0920695010677538,Long,5691
Instagram,Video,97,99035,8386,934,740,0.1015802494067753,Long,10060
Twitter,Image,108,105139,4847,379,173,0.0513510685853964,Long,5399
Instagram,Image,22,259948,17548,2292,2294,0.0851477987905273,Short,22134
Instagram,Text,16,147076,12832,1145,1910,0.1080189833827409,Short,15887
Facebook,Video,53,99123,8873,1117,659,0.107432180220534,Medium,10649
Facebook,Image,27,167462,3280,546,226,0.0241965341390882,Short,4052
Instagram,Image,66,33400,2821,324,274,0.1023652694610778,Medium,3419
Twitter,Image,15,78511,2722,225,298,0.0413317879023321,Short,3245
Instagram,Video,77,83121,6272,523,833,0.0917698295256313,Medium,7628
Instagram,Video,60,120763,4741,881,324,0.0492369351539792,Medium,5946
Twitter,Text,92,139948,2108,352,251,0.0193714808357389,Long,2711
Facebook,Image,93,182176,5262,291,269,0.0319581064465132,Long,5822
Instagram,Image,59,124925,5844,1118,633,0.060796477886732,Medium,7595
Facebook,Text,29,23378,1793,119,144,0.087945932072889,Short,2056
Facebook,Image,115,29568,563,83,59,0.0238433441558441,Long,705
Twitter,Text,13,99046,8237,1093,571,0.0999636532520243,Short,9901
Twitter,Text,16,89332,8908,507,519,0.111203152285855,Short,9934
Facebook,Image,15,110014,8904,839,740,0.0952878724525969,Short,10483
Instagram,Video,117,35796,1884,313,256,0.0685272097441054,Long,2453
Facebook,Video,42,220425,13475,1294,1451,0.0735851196552115,Medium,16220
Instagram,Video,32,200422,2115,258,210,0.0128878067278043,Short,2583
Instagram,Video,12,60061,1731,267,196,0.0365295283128819,Short,2194
Twitter,Image,78,77597,7054,428,809,0.1068469141848267,Medium,8291
Instagram,Text,93,29401,351,61,20,0.0146933777762661,Long,432
Instagram,Text,51,139882,12789,719,642,0.1011566892094765,Medium,14150
Facebook,Image,40,102216,2064,184,177,0.023724270172967,Medium,2425
Twitter,Video,54,91362,2007,330,78,0.0264333092533,Medium,2415
Instagram,Text,111,9902,255,47,20,0.0325186830943243,Long,322
Instagram,Image,13,260267,21327,3498,2348,0.1044043232526597,Short,27173
Twitter,Image,109,195806,10384,872,217,0.058593710100814,Long,11473
Facebook,Video,64,88148,2033,402,70,0.0284181149884285,Medium,2505
Twitter,Image,76,51723,3714,415,538,0.0902306517410049,Medium,4667
Twitter,Text,71,62599,5925,630,833,0.1180210546494353,Medium,7388
Instagram,Text,57,212271,13059,2347,970,0.0771466662897899,Medium,16376
Instagram,Image,86,281111,5308,318,513,0.0218383485527069,Long,6139
Facebook,Text,114,116312,1736,231,69,0.0175046426851915,Long,2036
Instagram,Image,103,176608,14416,2808,908,0.1026680558072114,Long,18132
Instagram,Text,21,141207,9368,609,1153,0.0788204550765896,Short,11130
Twitter,Video,104,64365,5988,785,786,0.1174396022683135,Long,7559
Instagram,Text,57,84608,5013,350,364,0.067688634644478,Medium,5727
Facebook,Video,32,240665,3758,689,227,0.0194211871273346,Short,4674
Twitter,Video,118,87953,4075,563,442,0.0577581208145259,Long,5080
Facebook,Image,67,119327,8259,703,935,0.0829401560418011,Medium,9897
Twitter,Video,19,73979,3302,317,488,0.0555157544708633,Short,4107
Instagram,Text,23,108146,10810,1378,1196,0.1237586226027777,Short,13384
Twitter,Text,90,154997,7204,1144,368,0.0562333464518668,Long,8716
Twitter,Video,74,104331,6172,759,171,0.0680718099126817,Medium,7102
Instagram,Image,51,35993,1090,85,58,0.03425666101742,Medium,1233
Instagram,Video,75,201868,4782,747,236,0.0285582657974518,Medium,5765
Facebook,Text,112,131238,8934,605,286,0.0748639875645773,Long,9825
Facebook,Text,52,77663,4890,838,380,0.0786474897956555,Medium,6108
Instagram,Video,77,252557,2624,286,150,0.0121160767668288,Medium,3060
Instagram,Video,24,54483,1941,287,272,0.0458858726575262,Short,2500
Instagram,Video,41,238586,16205,1648,1174,0.0797490213172608,Medium,19027
Twitter,Text,79,157915,13123,1973,1757,0.1067219706804293,Medium,16853
Twitter,Text,6,118747,4525,829,270,0.0473611964933851,Short,5624
Twitter,Text,68,39879,2722,422,348,0.0875648837734145,Medium,3492
Instagram,Image,90,245021,8299,1250,656,0.0416494912680953,Long,10205
Facebook,Text,116,6888,496,81,12,0.0855110336817654,Long,589
Instagram,Text,40,274570,19992,2499,1665,0.0879775649196926,Medium,24156
Twitter,Image,9,72031,1564,129,77,0.0245727533978425,Short,1770
Twitter,Image,68,12047,841,144,50,0.0859135054370382,Medium,1035
Instagram,Image,11,154111,6167,908,671,0.050262473152468,Short,7746
Instagram,Image,74,197168,5034,488,447,0.0302736752414184,Medium,5969
Twitter,Image,26,168373,9265,846,1255,0.067504884987498,Short,11366
Twitter,Image,78,181779,9217,1152,1305,0.0642208395909318,Medium,11674
Twitter,Video,50,178186,14192,1150,1558,0.0948447128281683,Medium,16900
Instagram,Video,44,288510,5079,923,671,0.0231291809642646,Medium,6673
Twitter,Video,65,153817,12471,2098,565,0.0983896448376967,Medium,15134
Twitter,Video,114,176154,3443,331,104,0.022014827934648,Long,3878
Facebook,Text,50,189342,5428,311,343,0.0321217690739508,Medium,6082
Instagram,Image,88,147425,8319,480,518,0.0631982363913854,Long,9317
Facebook,Text,32,28080,1451,137,154,0.062037037037037,Short,1742
Facebook,Image,91,21788,2156,155,278,0.1188268771800991,Long,2589
Twitter,Image,39,168041,10595,1917,620,0.0781475949321891,Short,13132
Instagram,Text,5,141731,5594,632,420,0.0468916468521353,Short,6646
Twitter,Video,33,35921,3269,334,109,0.1033378803485426,Short,3712
Instagram,Text,13,140233,5342,441,393,0.0440409889255738,Short,6176
Facebook,Text,13,149575,5181,912,248,0.0423934481029583,Short,6341
Instagram,Image,26,228611,12457,2103,868,0.0674858165180153,Short,15428
Twitter,Image,67,26982,2487,267,135,0.1070713809206137,Medium,2889
Twitter,Image,70,71014,5238,394,655,0.0885318387923508,Medium,6287
Twitter,Video,84,188982,13412,2585,275,0.0861034384227069,Long,16272
Instagram,Text,108,57632,4342,422,278,0.0874861188228761,Long,5042
Facebook,Text,62,234737,16283,2697,2377,0.0909826742269007,Medium,21357
Facebook,Video,74,161244,12638,1509,1368,0.0962206345662474,Medium,15515
Instagram,Text,59,125056,3420,571,411,0.035200230296827,Medium,4402
Twitter,Text,17,77696,2016,246,265,0.0325241968698517,Short,2527
Facebook,Image,101,191876,8172,1543,547,0.0534824574204173,Long,10262
Twitter,Video,23,102750,8896,1512,254,0.1037664233576642,Short,10662
Instagram,Image,83,232778,17295,1540,1269,0.0863655500090214,Long,20104
Twitter,Video,37,196179,11963,1370,1254,0.074355563031721,Short,14587
Facebook,Image,78,61926,727,47,49,0.0132900558731389,Medium,823
Facebook,Text,69,76137,2377,440,186,0.0394420583947358,Medium,3003
Twitter,Video,64,71053,5848,353,744,0.0977439376240271,Medium,6945
Instagram,Video,16,142816,4544,239,112,0.0342748711628949,Short,4895
Twitter,Image,47,90309,6838,851,434,0.0899467384203124,Medium,8123
Instagram,Video,97,55123,1467,206,122,0.0325635397202619,Long,1795
Twitter,Text,21,115732,7473,623,440,0.0737566100991947,Short,8536
Facebook,Text,72,75672,5035,682,392,0.0807299925996405,Medium,6109
Instagram,Text,33,193568,15035,2771,1085,0.0975936105141345,Short,18891
Instagram,Image,59,213408,10553,1518,1478,0.0634887164492427,Medium,13549
Instagram,Video,11,254720,17051,2018,1434,0.0804923052763819,Short,20503
Facebook,Image,48,196468,10575,757,866,0.0620864466478001,Medium,12198
Twitter,Text,81,54238,5166,389,274,0.1074707769460525,Long,5829
Facebook,Video,9,16417,935,114,24,0.065359079003472,Short,1073
Instagram,Text,64,9002,259,30,15,0.033770273272606,Medium,304
Twitter,Video,10,135404,9493,1218,223,0.0807509379338867,Short,10934
Facebook,Video,102,29149,1730,218,220,0.0743764794675632,Long,2168
Instagram,Image,11,245836,20243,2048,942,0.0945060934932231,Short,23233
Instagram,Video,50,205983,5339,824,739,0.0335076195608375,Medium,6902
Facebook,Text,61,97994,3281,268,443,0.0407371879911014,Medium,3992
Facebook,Video,58,101989,9479,1685,1008,0.1193462040023924,Medium,12172
Facebook,Text,96,88808,8321,658,1099,0.1134807674984235,Long,10078
Instagram,Image,50,22352,1113,125,149,0.0620526127415891,Medium,1387
Facebook,Text,14,64081,916,74,110,0.0171657745665641,Short,1100
Instagram,Video,8,258080,9701,1384,834,0.04618335399876,Short,11919
Facebook,Text,71,197850,6378,775,915,0.0407783674500884,Medium,8068
Instagram,Text,29,203641,9636,1022,1217,0.0583134044715946,Short,11875
Instagram,Video,91,26645,1028,124,37,0.0446237568024019,Long,1189
Twitter,Text,95,27343,2313,261,172,0.1004278974509015,Long,2746
Facebook,Video,82,247023,2537,452,228,0.0130230788226197,Long,3217
Facebook,Image,65,3645,247,16,21,0.077914951989026,Medium,284
Instagram,Text,42,298919,20859,3524,1446,0.0864080235782937,Medium,25829
Instagram,Image,36,9121,633,93,56,0.0857362131345247,Short,782
Instagram,Text,27,264982,15065,1540,483,0.0644873991440928,Short,17088
Twitter,Text,115,65742,4273,802,449,0.084025432752274,Long,5524
Twitter,Image,108,11271,934,71,79,0.0961760269718747,Long,1084
Instagram,Text,41,161284,12995,1254,1590,0.0982056496614667,Medium,15839
Facebook,Text,7,113821,1492,158,164,0.0159373050667275,Short,1814
Facebook,Image,103,78828,1004,147,34,0.0150327294869843,Long,1185
Twitter,Text,17,156553,13386,2569,878,0.1075226919956819,Short,16833
Twitter,Video,38,97011,5988,832,692,0.0774345177351022,Short,7512
Instagram,Text,92,43682,4200,749,267,0.1194084519939563,Long,5216
Facebook,Text,69,195513,9549,1773,894,0.0624817787052523,Medium,12216
Instagram,Text,80,78749,2040,244,295,0.0327496222174249,Long,2579
Twitter,Image,12,193041,10152,1227,308,0.0605415429882771,Short,11687
Facebook,Video,87,222347,10959,958,490,0.0558001682055525,Long,12407
Facebook,Video,13,67747,3830,537,315,0.0691100712946698,Short,4682
Twitter,Text,32,3903,322,21,37,0.0973610043556238,Short,380
Instagram,Image,82,171416,11828,1716,744,0.0833527792038082,Long,14288
Instagram,Image,95,107413,2865,526,101,0.0325100313742284,Long,3492
Facebook,Video,22,89534,6813,1118,415,0.0932159849889427,Short,8346
Twitter,Image,46,124702,7889,1162,818,0.0791406713605234,Medium,9869
Facebook,Text,45,21319,1322,232,162,0.0804915802805009,Medium,1716
Twitter,Text,74,100919,7169,1143,1053,0.0927971937890783,Medium,9365
Instagram,Image,37,157513,9570,1238,1138,0.0758413591259134,Short,11946
Twitter,Text,105,78178,4000,512,335,0.0619995395123947,Long,4847
Instagram,Video,110,160934,10884,718,631,0.0760125268743708,Long,12233
Twitter,Text,93,164175,12335,1420,1734,0.0943444495203289,Long,15489
Facebook,Image,81,145582,4413,566,394,0.0369070352103968,Long,5373
Instagram,Video,58,170763,9346,1126,1023,0.0673155191698435,Medium,11495
Facebook,Text,91,213010,10913,1815,888,0.0639218816018027,Long,13616
Facebook,Video,40,74991,1019,75,52,0.0152818338200584,Medium,1146
Instagram,Image,101,176444,15015,2541,1367,0.1072464918047652,Long,18923
Instagram,Text,89,242528,10662,1719,1377,0.0567274706425649,Long,13758
Facebook,Text,102,71309,1179,218,82,0.0207407199652217,Long,1479
Facebook,Video,60,177122,9070,961,969,0.0621040864488883,Medium,11000
Facebook,Text,104,30377,745,56,19,0.0269941073838759,Long,820
Facebook,Text,21,61336,4501,737,638,0.0958001826007564,Short,5876
Instagram,Text,14,252663,15528,2146,2268,0.0789272667545307,Short,19942
Instagram,Text,91,70679,2425,380,170,0.0420917104090323,Long,2975
Facebook,Image,48,190720,18221,3635,1544,0.1226929530201342,Medium,23400
Twitter,Text,6,27698,1004,79,41,0.0405805473319373,Short,1124
Twitter,Video,103,150155,9001,1005,409,0.0693616596183943,Long,10415
Instagram,Image,18,50169,4120,325,404,0.0966533118060954,Short,4849
Facebook,Video,115,156774,8818,1579,895,0.0720272494163573,Long,11292
Facebook,Video,113,101574,9799,514,631,0.1077441077441077,Long,10944
Instagram,Video,45,71543,6148,432,421,0.0978572327131934,Medium,7001
Twitter,Image,6,94955,8820,768,756,0.108935811700279,Short,10344
Twitter,Image,23,110768,4823,799,685,0.0569388270980788,Short,6307
Twitter,Image,84,98416,5841,842,230,0.070242643472606,Long,6913
Instagram,Text,111,195844,16767,1815,1537,0.102729723657605,Long,20119
Twitter,Video,112,38492,3514,259,96,0.1005143926010599,Long,3869
Instagram,Image,93,228939,21747,2136,1730,0.1118769628591022,Long,25613
Instagram,Video,5,115230,10269,1658,735,0.1098845786687494,Short,12662
Facebook,Image,6,91519,6934,743,286,0.0870092549088167,Short,7963
Twitter,Image,116,60636,738,88,30,0.0141170261890626,Long,856
Instagram,Image,31,60639,2325,328,182,0.0467520902389551,Short,2835
Twitter,Video,6,42685,922,172,33,0.0264027175822888,Short,1127
Twitter,Text,98,17739,424,37,24,0.0273408873104459,Long,485
Facebook,Image,55,163989,5933,695,173,0.0414722938733695,Medium,6801
Twitter,Image,14,22704,379,36,22,0.0192477096546864,Short,437
Facebook,Image,23,98688,3145,377,281,0.0385355869001297,Short,3803
Instagram,Text,110,208814,20072,3100,2342,0.1221852940894767,Long,25514
Twitter,Video,84,26307,1001,122,128,0.0475538829969209,Long,1251
Instagram,Video,17,271860,6626,1160,423,0.0301956889575516,Short,8209
Twitter,Video,52,189342,14133,1879,2007,0.0951664184385926,Medium,18019
Instagram,Video,118,105924,8957,966,459,0.0980136701786186,Long,10382
Twitter,Image,60,151992,5815,973,177,0.0458247802515921,Medium,6965
Twitter,Text,76,170943,5994,687,840,0.0439971218476334,Medium,7521
Twitter,Image,60,44928,1426,181,128,0.0386173433048433,Medium,1735
Twitter,Text,54,15587,707,140,46,0.0572913325206903,Medium,893
Twitter,Video,99,3195,57,9,7,0.022848200312989,Long,73
Twitter,Text,49,127711,8968,1598,1083,0.091213756058601,Medium,11649
Twitter,Image,93,158155,13285,1845,1703,0.1064335620119503,Long,16833
Twitter,Image,63,117982,8227,841,477,0.0809021715176891,Medium,9545
Twitter,Video,43,155510,7450,1480,994,0.0638158317793068,Medium,9924
Instagram,Image,25,25009,900,77,94,0.0428245831500659,Short,1071
Facebook,Image,59,109172,5114,925,592,0.060739017330451,Medium,6631
Twitter,Text,61,103123,4964,926,300,0.0600254065533392,Medium,6190
Facebook,Image,118,220751,15439,2665,800,0.0856349461610593,Long,18904
Twitter,Video,106,15696,1467,98,107,0.1065239551478083,Long,1672
Twitter,Video,45,130733,2137,380,202,0.0207981152425171,Medium,2719
Instagram,Image,97,12564,1203,179,128,0.1201846545686087,Long,1510
Instagram,Video,74,8637,793,120,67,0.1134653236077341,Medium,980
Facebook,Text,86,234249,4824,810,534,0.0263309555216884,Long,6168
Instagram,Text,53,153862,4080,504,457,0.032763125398084,Medium,5041
Instagram,Image,48,98695,3754,338,400,0.0455139571406859,Medium,4492
Facebook,Image,39,205122,12383,1687,651,0.07176704595314,Short,14721
Instagram,Text,95,235953,5215,345,406,0.0252846965285459,Long,5966
Twitter,Video,9,189996,5325,805,636,0.0356112760268637,Short,6766
Facebook,Image,75,221371,20198,2473,2732,0.1147530616024682,Medium,25403
Facebook,Image,78,15568,308,38,26,0.0238951695786228,Medium,372
Twitter,Video,78,95539,4385,341,650,0.0562702142580516,Medium,5376
Instagram,Image,55,265515,20888,1173,892,0.0864470933845545,Medium,22953
Facebook,Video,61,73847,6644,941,326,0.1071268975042994,Medium,7911
Facebook,Video,62,44596,1794,266,143,0.0493990492420844,Medium,2203
Twitter,Video,96,40315,999,124,86,0.0299888379015254,Long,1209
Twitter,Video,40,19191,1464,241,110,0.0945755823042051,Medium,1815
Instagram,Video,14,122083,9709,1306,737,0.0962623788733894,Short,11752
Facebook,Text,54,23908,2347,415,195,0.1236824493893257,Medium,2957
Instagram,Video,103,137487,3101,289,191,0.0260460989038963,Long,3581
Instagram,Text,103,45276,3343,289,123,0.0829357717112819,Long,3755
Twitter,Video,41,49650,2361,210,340,0.0586304128902316,Medium,2911
Facebook,Image,116,67427,6224,339,767,0.10871016061815,Long,7330
Facebook,Text,24,87369,4080,755,513,0.0612116425734528,Short,5348
Facebook,Image,17,149478,7494,1497,505,0.063527743213048,Short,9496
Twitter,Video,79,162408,3477,599,252,0.0266489335500714,Medium,4328
Twitter,Video,113,96957,3770,421,534,0.0487329434697855,Long,4725
Twitter,Image,23,79316,3654,376,535,0.0575545917595441,Short,4565
Twitter,Video,96,41871,484,80,68,0.0150939791263643,Long,632
Twitter,Image,106,14221,702,88,72,0.0606145840658181,Long,862
Facebook,Video,60,24116,971,185,50,0.050008293249295,Medium,1206
Instagram,Video,49,241871,19917,1831,1964,0.0980357297898466,Medium,23712
Facebook,Text,64,214030,4203,414,405,0.0234640003737793,Medium,5022
Instagram,Image,72,46474,3644,728,503,0.1048973619658303,Medium,4875
Twitter,Video,61,42100,3126,614,189,0.0933254156769596,Medium,3929
Instagram,Image,58,122982,3905,713,179,0.0390057081524125,Medium,4797
Facebook,Text,41,8416,147,16,8,0.0203184410646387,Medium,171
Facebook,Image,87,18251,1565,274,80,0.105144923565832,Long,1919
Instagram,Text,41,248148,8052,744,839,0.0388276351209761,Medium,9635
Twitter,Image,18,56822,1312,115,164,0.0279997184189222,Short,1591
Twitter,Image,99,184652,7813,1031,530,0.0507657647899833,Long,9374
Facebook,Text,96,189372,8726,1562,374,0.056301882010012,Long,10662
Instagram,Video,104,48655,1914,123,123,0.0443942040900215,Long,2160
Twitter,Video,48,135099,13223,1782,1203,0.1199712803203576,Medium,16208
Twitter,Video,106,91091,8132,1150,865,0.1113941004050894,Long,10147
Facebook,Image,87,146016,12932,1771,1182,0.1087894477317554,Long,15885
Twitter,Image,46,2315,106,8,5,0.0514038876889848,Medium,119
Instagram,Video,5,215741,20853,1243,2905,0.1158843242591811,Short,25001
Facebook,Image,27,170829,12224,2252,940,0.0902422890726984,Short,15416
Facebook,Image,68,101834,8643,1176,688,0.1031777206041204,Medium,10507
Instagram,Video,32,113898,6273,1036,914,0.0721961755254701,Short,8223
Facebook,Text,116,54011,1320,138,175,0.030234581844439,Long,1633
Twitter,Image,8,197616,17749,1000,2215,0.1060845275686179,Short,20964
Twitter,Image,45,42640,2293,203,100,0.0608818011257035,Medium,2596
Instagram,Image,64,166039,16133,984,2080,0.1156174151855889,Medium,19197
Twitter,Image,22,93331,3074,189,243,0.0375652248449068,Short,3506
Instagram,Text,67,33798,3356,275,158,0.1121072252796023,Medium,3789
Instagram,Video,65,113262,3399,492,505,0.0388126644417368,Medium,4396
Twitter,Image,53,101371,4372,754,185,0.0523917096605538,Medium,5311
Instagram,Video,51,298605,18949,3282,2650,0.0833241238425344,Medium,24881
Twitter,Image,119,101031,7314,1394,146,0.0876364680147677,Long,8854
Facebook,Text,43,85163,6372,945,490,0.0916712656904994,Medium,7807
Facebook,Video,93,66496,3515,186,83,0.0569056785370548,Long,3784
Instagram,Text,86,96897,1638,174,227,0.0210429631464338,Long,2039
Twitter,Image,10,68247,3729,248,135,0.0602517326768942,Short,4112
Twitter,Text,87,144157,5783,963,621,0.0511040046615842,Long,7367
Facebook,Text,57,96262,6660,452,679,0.0809353639026822,Medium,7791
Facebook,Image,80,207532,5479,361,664,0.0313397451959215,Long,6504
Twitter,Image,29,83085,3776,204,442,0.0532226033580068,Short,4422
Instagram,Video,103,132061,12803,2475,310,0.1180363619842345,Long,15588
Facebook,Image,69,61852,1113,186,78,0.022262820927375,Medium,1377
Instagram,Video,9,210070,13488,1348,835,0.0745989432094063,Short,15671
Instagram,Text,69,113293,2057,219,301,0.0227463303116697,Medium,2577
Facebook,Text,12,5560,134,7,16,0.0282374100719424,Short,157
Instagram,Video,43,223131,14379,1059,1610,0.0764035476917147,Medium,17048
Instagram,Image,115,24944,1246,120,96,0.0586112892880051,Long,1462
Twitter,Image,47,69713,4138,447,562,0.0738312796752399,Medium,5147
Instagram,Text,86,251597,22439,3208,497,0.1039122088101209,Long,26144
Twitter,Video,114,193233,16144,1655,802,0.0962620256374428,Long,18601
Facebook,Text,77,23098,2076,401,229,0.1171530002597627,Medium,2706
Facebook,Text,9,235454,15413,1563,1326,0.0777306820015799,Short,18302
Twitter,Image,8,29475,1593,304,142,0.0691772688719253,Short,2039
Facebook,Video,112,176808,9075,1447,672,0.0633116148590561,Long,11194
Instagram,Text,97,157488,12060,2230,502,0.0939246164787158,Long,14792
Instagram,Image,5,264381,15047,2339,626,0.0681289502649585,Short,18012
Instagram,Text,98,215728,4210,569,245,0.0232885856263442,Long,5024
Facebook,Text,60,119338,2717,343,219,0.0274765791281905,Medium,3279
Instagram,Image,49,7948,334,31,42,0.051207851031706,Medium,407
Facebook,Image,69,136592,2199,208,171,0.018873726133302,Medium,2578
Instagram,Video,7,208877,6586,549,900,0.0384676149121253,Short,8035
Twitter,Text,26,129294,8931,963,318,0.0789827834238247,Short,10212
Facebook,Video,76,65976,733,50,40,0.012474233054444,Medium,823
Facebook,Image,60,147408,9488,1026,276,0.0731981981981982,Medium,10790
Instagram,Image,22,196184,15599,2730,1346,0.1002885046690861,Short,19675
Facebook,Text,29,244806,6196,1118,196,0.0306773526792643,Short,7510
Facebook,Video,52,17020,447,65,55,0.0333137485311398,Medium,567
Twitter,Video,88,94816,1194,105,30,0.0140166216672291,Long,1329
Twitter,Text,35,66566,3735,321,305,0.0655139260283027,Short,4361
Instagram,Text,34,152818,10531,965,786,0.0803701134683087,Short,12282
Twitter,Video,84,69792,3567,445,165,0.0598492663915635,Long,4177
Instagram,Image,70,83372,3755,737,361,0.0582089910281629,Medium,4853
Instagram,Image,85,161783,8234,546,577,0.0578367319186811,Long,9357
Instagram,Text,14,271502,21811,2728,997,0.0940545557675449,Short,25536
Facebook,Video,75,145411,1892,288,241,0.0166493594019709,Medium,2421
Twitter,Video,63,34039,2741,238,290,0.0960368988513176,Medium,3269
Instagram,Video,110,288389,20178,3942,435,0.0851454112327446,Long,24555
Twitter,Image,55,131024,4157,425,354,0.0376724874832091,Medium,4936
